BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,"RESIDENTIAL
UNITS","COMMERCIAL
UNITS","TOTAL 
UNITS","LAND 
SQUARE FEET","GROSS 
SQUARE FEET",YEAR BUILT,TAX CLASS AT TIME OF SALE,"BUILDING CLASS
AT TIME OF SALE",SALE PRICE,SALE DATE
,,,,,,,,,,,,,,,,,,,,
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6361,15,,A5,59 BAY 10TH STREET,,11228,1,0,1,"1,933","1,660",1930,1,A5,"1,185,000",8/8/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6372,39,,A9,8629 19TH AVENUE,,11214,1,0,1,"2,417","1,944",1930,1,A9,0,12/5/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6376,13,,A9,69 BAY 25TH STREET,,11214,1,0,1,"2,868","2,330",1915,1,A9,"1,360,000",5/6/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6395,20,,A5,135 BAY 10TH STREET,,11228,1,0,1,"2,417","2,000",1935,1,A5,0,1/12/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6398,39,,A1,1638 BENSON AVENUE,,11214,1,0,1,"3,625","1,825",1925,1,A1,0,6/21/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6401,6,,S1,1735 BATH AVENUE,,11214,1,1,2,"1,112","1,520",1920,1,S1,0,9/27/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6402,23,,A5,121 BAY 17 STREET,,11214,1,0,1,"1,619",912,1910,1,A5,0,11/27/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6412,8,,S1,2107 BATH AVENUE,,11214,1,1,2,835,"1,462",1930,1,S1,"958,000",5/10/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6426,34,,A5,185 BAY 8TH STREET,,11228,1,0,1,"1,933","1,562",1920,1,A5,0,5/29/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6427,21,,A1,8805 15TH AVENUE,,11228,1,0,1,"4,559","1,440",1920,1,A1,"1,545,000",6/10/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6428,65,,A5,228 BAY 11TH STREET,,11228,1,0,1,"1,990","1,328",1925,1,A5,"850,000",1/30/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6429,25,,A1,195 BAY 11TH STREET,,11228,1,0,1,"3,867","1,372",1910,1,A1,0,6/17/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6444,8,,A5,217 BAY 26TH STREET,,11214,1,0,1,"1,740","1,674",1955,1,A5,"992,000",1/4/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6459,76,,A5,8926 15TH AVENUE,,11228,1,0,1,"2,900","2,286",1910,1,A5,"1,325,000",10/15/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,9,,A5,8927 15 AVENUE,,11228,1,0,1,"1,740","1,674",1960,1,A5,"999,000",12/4/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,59,,A1,284 BAY 10TH STREET,,11228,1,0,1,"3,867","2,007",1925,1,A1,"1,960,000",12/13/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,64,,A5,294 BAY 10TH STREET,,11228,1,0,1,"1,933","1,152",1920,1,A5,"1,205,000",10/30/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,79,,A5,311 BAY 14TH STREET,,11214,1,0,1,"1,511",992,1950,1,A5,0,10/18/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,101,,A5,259 BAY 14TH STREET,,11214,1,0,1,"1,795","1,152",1930,1,A5,0,1/9/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,110,,A5,260 BAY 14TH STREET,,11214,1,0,1,"1,795","1,204",1930,1,A5,0,11/4/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,254,,A5,294 BAY 13TH STREET,,11214,1,0,1,"1,649",928,1945,1,A5,0,7/8/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,266,,A5,243 BAY 13TH STREET,,11214,1,0,1,"2,060","1,240",1940,1,A5,"1,030,000",5/15/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,301,,A5,317 BAY 13TH STREET,,11214,1,0,1,"1,619",928,1940,1,A5,0,4/25/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,305,,A5,325 BAY 13TH STREET,,11214,1,0,1,"1,619",928,1940,1,A5,0,8/8/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6463,108,,A5,8893 18TH AVENUE,,11214,1,0,1,"1,456",992,1950,1,A5,0,9/18/24
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,75,,A5,224 BAY 23RD STREET,,11214,1,0,1,"1,983","1,420",1945,1,A5,"980,000",5/28/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6357,46,,B1,24 BAY 7TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,655,000",6/11/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6357,47,,B1,26 BAY 7TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,6/21/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,19,,B1,31 BAY 7TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,8/16/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,22,,B1,23 BAY 7TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,560,000",6/20/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,5,,B1,75 BAY 8TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,2/8/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,41,,S2,1484 86 STREET,,11228,2,1,3,"1,600","3,040",1931,1,S2,"1,603,200",5/15/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,20,,B3,8651 15TH AVENUE,,11228,2,0,2,"1,547","1,428",1930,1,B3,"150,000",6/4/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,25,,B1,8637 15TH AVENUE,,11228,2,0,2,"2,312","2,160",1930,1,B1,0,11/5/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6361,28,,B3,29 BAY 10TH STREET,,11228,2,0,2,"2,103","1,622",1930,1,B3,"925,000",3/29/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6363,18,,B3,8655 16TH AVENUE,,11214,2,0,2,"2,167","1,568",1930,1,B3,0,12/16/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6363,21,,B3,8647 16TH AVENUE,,11214,2,0,2,"2,058","1,492",1930,1,B3,"888,000",5/16/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6365,7,,B1,1661 BENSON AVENUE,,11214,2,0,2,"1,800","2,048",1910,1,B1,0,7/16/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6365,10,,S2,1653 BENSON AVENUE,,11214,2,1,3,"1,800","3,920",1910,1,S2,"980,000",2/26/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6366,3,,B1,1717 BENSON AVENUE,,11214,2,0,2,"2,558","2,320",1925,1,B1,0,11/8/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,74,,B1,58 BAY 19TH ST,,11214,2,0,2,"1,670","2,032",1930,1,B1,0,5/7/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,93,,B3,106 BAY 19TH STREET,,11214,2,0,2,"1,265","1,260",1935,1,B3,0,10/25/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,78,,B3,66 BAY 22ND STREET,,11214,2,0,2,"4,833","2,536",1930,1,B3,0,1/19/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,78,,B3,66 BAY 22ND STREET,,11214,2,0,2,"4,833","2,536",1930,1,B3,"1,350,000",3/8/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,78,,B3,66 BAY 22ND STREET,,11214,2,0,2,"4,833","2,536",1930,1,B3,"1,700,000",12/17/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6373,72,,B3,48 BAY 23RD,,11214,2,0,2,"2,417","1,672",1930,1,B3,0,5/31/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6373,72,,B3,48 BAY 23RD STREET,,11214,2,0,2,"2,417","1,672",1930,1,B3,0,11/8/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6374,84,,B2,8674 20TH AVENUE,,11214,2,0,2,"3,223","2,660",1930,1,B2,"1,880,000",8/6/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6377,61,,B1,8646 21ST AVENUE,,11214,2,0,2,"1,933","2,090",1960,1,B1,0,6/24/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6378,14,,B9,8669 21ST AVENUE,,11214,2,0,2,"1,933","2,100",1960,1,B9,0,11/27/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6378,55,,B1,28 BAY 28TH STREET,,11214,2,0,2,"1,933","2,888",1940,1,B1,"1,280,000",8/21/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6379,6,,B1,83 BAY 28TH ST,,11214,2,0,2,"2,288","2,560",1910,1,B1,0,3/4/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6391,11,,B1,8759 14 AVENUE,,11228,2,0,2,"1,701","2,025",1950,1,B1,"1,255,000",12/17/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6391,73,,B1,154 BAY 7TH STREET,,11228,2,0,2,"1,933","2,003",1955,1,B1,"1,280,000",12/11/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,32,,B1,109 BAY 8TH STREET,,11228,2,0,2,"2,296","2,160",1940,1,B1,"1,400,000",6/27/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,69,,B3,8746 15TH AVENUE,,11228,2,0,2,"1,933","1,480",1920,1,B3,0,11/4/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6394,28,,B1,8715 15TH AVENUE,,11228,2,0,2,"2,336","2,160",1940,1,B1,"1,400,000",11/20/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6394,50,,B2,106 BAY 10TH STREET,,11228,2,0,2,"2,707","1,736",1920,1,B2,"1,342,000",5/23/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6397,33,,B3,8707 16TH AVENUE,,11214,2,0,2,"2,708","2,120",1925,1,B3,"1,450,000",3/5/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6397,36,,B1,8697 16TH AVENUE,,11214,2,0,2,"2,492","2,240",1925,1,B1,"1,650,000",5/20/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6398,52,,B1,118 BAY 14TH STREET,,11214,2,0,2,"2,167","2,288",1925,1,B1,"1,310,000",7/23/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6399,63,,B2,8728 17TH AVENUE,,11214,2,0,2,"2,004","1,828",1930,1,B2,0,7/12/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6408,32,,B2,8720 20TH AVENUE,,11214,2,0,2,"3,852","2,819",1899,1,B2,0,3/8/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6409,10,,B1,8735 20 AVE,,11214,2,0,2,"1,933","2,125",1950,1,B1,"1,200,000",9/13/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,9,,B9,1403 CROPSEY AVENUE,,11228,2,0,2,"1,885","1,765",1935,1,B9,"990,000",5/30/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,14,,B9,8831 14 AVENUE,,11228,2,0,2,"2,078","1,802",1935,1,B9,"1,080,000",12/6/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,24,,B9,8809 14TH AVENUE,,11228,2,0,2,"2,070","1,802",1935,1,B9,0,11/11/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,66,,B3,220 BAY 7TH ST,,11228,2,0,2,"2,127","1,722",1935,1,B3,"350,000",5/29/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6425,34,,B1,185 BAY 7TH STREET,,11228,2,0,2,"1,917","2,018",1955,1,B1,0,4/23/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6425,69,,B1,230 BAY 8TH STREET,,11228,2,0,2,"1,933","2,807",1955,1,B1,0,5/28/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6426,19,,B2,219 BAY 8TH STREET,,11228,2,0,2,"1,933","2,048",1930,1,B2,0,8/22/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6426,32,,B3,187 BAY 8TH STREET,,11228,2,0,2,"3,867","1,456",1920,1,B3,0,11/19/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,16,,B1,221 BAY 11TH STREET,,11228,2,0,2,"2,433","2,280",1935,1,B1,"1,395,000",3/18/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,41,,S2,1564 BATH AVENUE,,11228,2,1,3,"1,600","4,400",1920,1,S2,0,11/21/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,65,,B1,8824 16 AVENUE,,11214,2,0,2,"2,053","2,872",1960,1,B1,"1,580,000",1/9/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6431,16,,B2,219 BAY 13TH STREET,,11214,2,0,2,"1,530","2,040",1920,1,B2,0,8/20/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6431,69,,B3,226 BAY 14TH STREET,,11214,2,0,2,"2,096","1,475",1920,1,B3,"900,000",1/31/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,15,,B9,219 BAY 14TH STREET,,11214,2,0,2,"2,268","1,668",1950,1,B9,0,4/10/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,21,,B9,203 BAY14TH STREET,,11214,2,0,2,"2,329","1,668",1950,1,B9,0,11/21/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,27,,B3,189 BAY 14TH STREET,,11214,2,0,2,"2,167","1,512",1910,1,B3,0,12/2/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,28,,B3,187 BAY 14TH STREET,,11214,2,0,2,"2,167","2,480",1910,1,B3,0,12/2/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6433,47,,B1,8794 BAY 16TH STREET,,11214,2,0,2,"2,707","2,000",1965,1,B1,0,7/22/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6433,47,,B1,8794 BAY 16TH STREET,,11214,2,0,2,"2,707","2,000",1965,1,B1,0,7/23/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6434,2,,B3,1749 CROPSEY AVE,,11214,2,0,2,"1,524","1,740",1930,1,B3,"995,000",5/20/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6434,15,,B3,8815 BAY 16TH STREET,,11214,2,0,2,"1,643","1,464",1930,1,B3,0,11/21/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6436,39,,B3,186 BAY 19TH STREET,,11214,2,0,2,"1,263","2,286",1920,1,B3,0,6/28/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6440,33,,S2,1936 BATH AVENUE,,11214,2,1,3,"2,015","2,740",1910,1,S2,"1,485,000",7/12/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6443,21,,S2,181 BAY 25TH STREET,,11214,2,1,3,"5,800","2,520",1925,1,S2,"1,400,000",1/24/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6443,34,,S2,2040 BATH AVENUE,,11214,2,1,3,"1,727","4,000",1925,1,S2,0,3/11/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6444,42,,B9,8780 21ST AVENUE,,11214,2,0,2,"1,933","2,400",1975,1,B9,"1,660,000",10/15/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6459,1,,B9,8934 15TH AVENUE,,11228,2,0,2,"1,933","2,300",1940,1,B9,"1,038,888",3/8/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,2,,B3,8941 15TH AVENUE,,11228,2,0,2,"1,740","2,052",1960,1,B3,0,3/11/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,100,,B3,289 BAY 10TH STREET,,11228,2,0,2,"1,740","1,629",1955,1,B3,0,3/14/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,115,,B2,245 BAY 10TH STREET,,11228,2,0,2,"4,816","3,291",1925,1,B2,0,5/7/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,172,,B1,309 BAY 11TH STREET,,11228,2,0,2,"2,399","1,928",1950,1,B1,"1,249,000",1/18/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,209,,B9,8860 16TH AVENUE,,11214,2,0,2,"1,536",992,1950,1,B9,"650,000",10/31/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,228,,B3,8898 16TH AVENUE,,11214,2,0,2,"1,980","1,188",1950,1,B3,0,8/14/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,7,,B1,242 BAY 13TH STREET,,11214,2,0,2,"2,165","1,860",1950,1,B1,0,9/12/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,52,,B9,8874 17TH AVENUE,,11214,2,0,2,"2,600","1,914",1955,1,B9,"700,000",9/27/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,113,,B1,266 BAY 14TH STREET,,11214,2,0,2,"1,795","1,152",1930,1,B1,"650,000",6/27/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,189,,B9,8871 16TH AVENUE,,11214,2,0,2,"2,135","1,188",1940,1,B9,"999,000",6/10/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,34,,B9,8866 BAY 16TH STREET,,11214,2,0,2,"1,937","2,280",1960,1,B9,"1,220,000",3/7/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,38,,B9,8876 BAY 16TH STREET,,11214,2,0,2,"1,923","2,280",1960,1,B9,"1,290,000",10/30/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,53,,B1,8840 18TH AVENUE,,11214,2,0,2,"1,828","1,320",1950,1,B1,0,10/22/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,98,,B1,1307 SHORE PARKWAY,,11214,2,0,2,"1,979","1,440",1950,1,B1,"1,350,000",3/29/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,55,,B3,290 BAY 20TH STREET,,11214,2,0,2,"2,200","1,645",1940,1,B3,0,1/26/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,65,,B1,314 BAY 20TH ST,,11214,2,0,2,"1,800","1,863",1940,1,B1,0,1/10/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,117,,B1,279 BAY 20TH STREET,,11214,2,0,2,"1,938","1,650",1940,1,B1,0,4/2/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,13,,B3,258 BAY 22ND STREET,,11214,2,0,2,"2,127","1,736",1940,1,B3,"955,000",9/17/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,82,,B1,8869 19TH AVENUE,,11214,2,0,2,"1,547","1,584",1940,1,B1,"973,000",5/24/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,99,,B3,8831 19TH AVENUE,,11214,2,0,2,"2,127","1,631",1940,1,B3,"425,000",4/24/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,101,,B3,8825 19TH AVENUE,,11214,2,0,2,"2,634","2,174",1940,1,B3,0,10/14/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6466,65,,B9,249 BAY 22 STREET,,11214,2,0,2,"2,182","1,673",1945,1,B9,"1,110,000",5/20/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,51,,B9,1383 SHORE PARKWAY,,11214,2,0,2,"2,090","1,993",1945,1,B9,"700,000",7/31/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,52,,B9,1381 SHORE PARKWAY,,11214,2,0,2,"2,090","1,993",1945,1,B9,0,12/6/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,71,,B1,1924 19 LANE,,11214,2,0,2,"1,520","1,584",1945,1,B1,0,5/10/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,73,,B1,1928 19TH LANE,,11214,2,0,2,"1,710","1,584",1945,1,B1,0,6/18/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6480,52,,B3,8944 15TH AVENUE,,11228,2,0,2,"1,740","2,052",1950,1,B3,"1,180,000",12/5/24
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6485,82,,B1,1117 SHORE PARKWAY,,11228,2,0,2,"2,063","2,024",1899,1,B1,0,7/31/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6360,24,,C0,8639 15TH AVENUE,,11228,3,0,3,"2,344","2,320",1930,1,C0,0,11/5/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6362,56,,C0,8630 16TH AVENUE,,11214,3,0,3,"2,272","3,420",1935,1,C0,"1,550,000",7/1/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,63,,C0,8642 BAY 16TH STREET,,11214,3,0,3,"2,904","3,630",1997,1,C0,0,10/24/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6371,87,,C0,8682 19TH AVENUE,,11214,3,0,3,"3,222","3,362",1930,1,C0,"1,700,000",7/16/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,10,,C0,8699 19TH AVENUE,,11214,3,0,3,"1,540","3,162",1920,1,C0,0,9/9/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,70,,C0,44 BAY 22ND STREET,,11214,3,0,3,"2,707","2,980",1965,1,C0,"1,800,000",1/22/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6376,18,,C0,57 BAY 25TH STREET,,11214,3,0,3,"2,900","2,272",1988,1,C0,0,5/15/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6377,74,,C0,8674 21 AVENUE,,11214,3,0,3,"3,383","3,361",1901,1,C0,0,1/3/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6378,67,,C0,60 BAY 28TH STREET,,11214,3,0,3,"2,900","3,394",1960,1,C0,0,8/29/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6392,33,,C0,101 BAY 7 STREET,,11228,3,0,3,"2,280","2,970",1930,1,C0,0,2/6/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6393,53,,C0,8714 15TH AVENUE,,11228,3,0,3,"2,296","2,160",1940,1,C0,0,8/13/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6395,24,,C0,125 BAY 10TH STREET,,11228,3,0,3,"1,936","2,609",2023,1,C0,"1,955,040",8/15/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6395,25,,C0,N/A BAY 10TH STREET,,11228,3,0,3,"1,936","2,609",2023,1,C0,"1,629,200",7/30/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,1,,C0,168 BAY 13TH STREET,,11214,3,0,3,"4,833","4,125",1995,1,C0,"2,253,899",3/26/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,19,,C0,8739 16TH AVENUE,,11214,3,0,3,"2,817","2,880",1925,1,C0,0,5/28/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,61,,C0,124 BAY 13TH STREET,,11214,3,0,3,"2,654","2,600",1910,1,C0,0,6/3/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,28,,C0,8717 17TH AVENUE,,11214,3,0,3,"3,867","2,507",1910,1,C0,0,7/18/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6401,52,,C0,8701 BAY 16TH STREET,,11214,3,0,3,"3,818","2,772",1925,1,C0,0,7/19/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6401,54,,C0,8695 BAY 16TH STREET,,11214,3,0,3,"3,818","2,982",1925,1,C0,0,11/8/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6402,17,,C0,135 BAY 17TH STREET,,11214,3,0,3,"2,888","4,848",1999,1,C0,0,9/23/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,6,,C0,145 BAY 23RD STREET,,11214,3,0,3,"3,227","3,600",2004,1,C0,0,7/5/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,17,,C0,117 BAY 23RD STREET,,11214,3,0,3,"2,280","3,422",2018,1,C0,0,11/10/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,7,,C0,8739 20TH AVENUE,,11214,3,0,3,"2,900","2,127",1905,1,C0,0,4/19/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,56,,C0,144 BAY 25TH STREET,,11214,3,0,3,"2,900","7,169",2023,1,C0,"2,907,104",9/16/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6410,25,,C0,113 BAY 25TH STREET,,11214,3,0,3,"2,900","2,408",1920,1,C0,0,1/11/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,18,,C0,129 BAY 26 STREET,,11214,3,0,3,"3,528","3,288",1930,1,C0,"1,398,000",1/4/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,24,,C0,117 BAY 26TH STREET,,11214,3,0,3,"5,800","4,662",1925,1,C0,"1,870,000",1/30/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,41,,B1,8690 21ST AVENUE,,11214,2,0,2,"1,933","2,793",1940,1,C0,0,10/29/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6412,70,,C0,160 BAY 28TH STREET,,11214,3,0,3,"4,012","2,899",1925,1,C0,"200,000",3/23/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6414,20,,C0,127 BAY 29TH STREET,,11214,3,0,3,"2,900","3,840",2008,1,C0,0,12/13/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6428,40,,C0,1536 BATH AVENUE,,11228,3,0,3,"4,292","3,720",1920,1,C0,0,9/17/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6430,25,,C0,8797 16 AVE,,11214,3,0,3,"3,241","3,600",2003,1,C0,0,8/14/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6431,165,,C0,214 BAY 14TH STREET,,11214,3,0,3,"2,552","2,898",1960,1,C0,0,11/4/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6433,54,,C0,8814 BAY 16TH STREET,,11214,3,0,3,"3,867","2,540",1920,1,C0,"1,580,000",1/23/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6433,56,,C0,8820 BAY 16 STREET,,11214,3,0,3,"3,867","2,789",1920,1,C0,"1,630,000",1/11/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6435,17,,C0,193 BAY 17 STREET,,11214,3,0,3,"2,951","4,216",1997,1,C0,"1,980,000",12/5/24
