BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,"RESIDENTIAL
UNITS","COMMERCIAL
UNITS","TOTAL 
UNITS","LAND 
SQUARE FEET","GROSS 
SQUARE FEET",YEAR BUILT,TAX CLASS AT TIME OF SALE,"BUILDING CLASS
AT TIME OF SALE",SALE PRICE,SALE DATE
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6916,64,,B3,177 28TH AVENUE,,11214,2,0,2,"1,933","1,376",1930,1,B3,"780,000",7/18/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6917,48,,B2,144 BAY 50TH STREET,,11214,2,0,2,"1,837","2,534",1925,1,B2,0,1/10/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6917,48,,B2,144 BAY 50TH STREET,,11214,2,0,2,"1,837","2,534",1925,1,B2,"585,000",9/12/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6919,45,,B2,2574 STILLWELL AVENUE,,11223,2,0,2,"2,000","1,504",1901,1,B2,"700,000",8/6/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6925,71,,B1,8872 24TH AVE,,11214,2,0,2,"1,709","3,267",1960,1,B1,0,6/4/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6925,72,,B1,8874 24TH AVENUE,,11214,2,0,2,"1,720","3,267",1960,1,B1,0,3/29/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6929,54,,B1,2484 CROPSEY AVENUE,,11214,2,0,2,"2,000","2,125",1955,1,B1,"1,150,000",12/9/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6929,66,,B9,1805 SHORE PARKWAY,,11214,2,0,2,"2,352","3,525",1960,1,B9,0,11/13/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6929,67,,B9,1801 SHORE PARKWAY,,11214,2,0,2,"2,394","3,160",1960,1,B9,0,5/3/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6929,67,,B9,1801 SHORE PARKWAY,,11214,2,0,2,"2,394","3,160",1960,1,B9,0,6/11/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6931,66,,B1,1853 SHORE PARKWAY,,11214,2,0,2,"1,580","1,920",1955,1,B1,10,4/30/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6932,3,,B9,2558 CROPSEY AVENUE,,11214,2,0,2,"2,385","3,220",1970,1,B9,0,9/9/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6932,14,,B9,1893 SHORE PARKWAY,,11214,2,0,2,"2,436","3,220",1970,1,B9,0,8/19/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6940,40,,B9,221 BAY 49TH ST,,11214,2,0,2,"2,000","1,920",1940,1,B9,0,12/2/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6953,52,,B1,248 AVENUE Z,,11214,2,0,2,"2,000","1,216",1930,1,B1,"999,000",10/28/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6997,107,,S2,1415 NEPTUNE AVENUE,,11224,2,1,3,751,"2,220",1932,1,S2,"2,805",12/13/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7075,9,,B1,1910 WEST 13TH STREET,,11223,2,0,2,"2,000","2,688",1930,1,B1,"1,210,000",8/9/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7076,2,,B3,28 AVENUE S,,11223,2,0,2,"2,050","1,386",1915,1,B3,"980,000",8/2/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7076,13,,B3,1922 WEST 12TH STREET,,11223,2,0,2,"2,800","1,171",1925,1,B3,0,11/1/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7076,19,,B1,1942 WEST 12TH STREET,,11223,2,0,2,"2,475","1,952",1935,1,B1,"760,000",12/20/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7076,43,,B3,1977 WEST 13TH STREET,,11223,2,0,2,"2,800","1,158",1925,1,B3,0,6/5/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7077,63,,B1,1965 WEST 12TH STREET,,11223,2,0,2,"2,433","2,000",1935,1,B1,0,5/28/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7077,70,,B2,1945 WEST 12TH STREET,,11223,2,0,2,"3,000","2,400",1925,1,B2,0,3/27/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7078,41,,B3,1994 WEST 10TH STREET,,11223,2,0,2,"2,000","1,925",1940,1,B3,0,1/9/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7079,11,,B2,1914 WEST 9TH STREET,,11223,2,0,2,"2,700","2,000",1930,1,B2,"1,405,000",8/21/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7079,18,,B3,1934 WEST 9TH STREET,,11223,2,0,2,"1,950","1,188",1930,1,B3,"1,165,000",2/2/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7080,36,,B3,1972 WEST 8TH STREET,,11223,2,0,2,"1,950","1,344",1925,1,B3,0,7/3/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7080,44,,B1,1994 WEST 8TH STREET,,11223,2,0,2,"1,650","2,365",1940,1,B1,"990,000",5/15/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7080,67,,B1,1951 WEST 9TH STREET,,11223,2,0,2,"1,600","1,204",1925,1,B1,"900,000",11/15/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7080,71,,B3,1941 WEST 9TH STREET,,11223,2,0,2,"1,600","1,300",1925,1,B3,"980,000",6/24/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7080,73,,B3,1935 WEST 9TH STREET,,11223,2,0,2,"1,600","1,300",1925,1,B3,"900,000",5/20/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7081,14,,B1,1922 WEST 7TH STREET,,11223,2,0,2,"1,495","2,431",1930,1,B1,0,1/9/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7081,37,,B1,1980 WEST 7 STREET,,11223,2,0,2,"1,495","2,431",1930,1,B1,0,9/16/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7082,29,,B2,1952 WEST 6 STREET,,11223,2,0,2,"2,400","2,136",1925,1,B2,0,12/2/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7082,77,,B2,1923 WEST 7TH STREET,,11223,2,0,2,"2,417","2,324",1925,1,B2,"307,235",5/23/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7085,84,,B3,276 AVENUE S,,11223,2,0,2,"1,670","1,092",1925,1,B3,"999,000",2/27/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7085,131,,B3,200 VAN SICKLEN STREET,,11223,2,0,2,"1,844","1,280",1925,1,B3,"950,000",6/3/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7086,7,,B1,322 AVENUE S,,11223,2,0,2,"1,181","1,608",1960,1,B1,"1,165,000",7/9/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7086,13,,B1,114 LAKE STREET,,11223,2,0,2,"2,512","2,400",1930,1,B1,0,10/31/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7094,77,,B3,2019 WEST 12TH STREET,,11223,2,0,2,"2,000","1,216",1925,1,B3,"967,000",2/29/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7097,14,,B3,2020 WEST 8TH STREET,,11223,2,0,2,"2,150","1,504",1925,1,B3,0,3/25/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7097,27,,B2,2050 WEST 8TH STREET,,11223,2,0,2,"2,000","1,599",1925,1,B2,0,7/16/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7097,62,,B1,2049 WEST 9TH STREET,,11223,2,0,2,"2,500","2,400",1925,1,B1,0,3/8/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7097,76,,B3,2017 WEST 9TH STREET,,11223,2,0,2,"2,333","1,140",1925,1,B3,0,6/25/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7098,35,,B3,2066 WEST 7TH STREET,,11223,2,0,2,"1,900","2,092",1925,1,B3,0,3/19/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7099,16,,B2,2024 WEST 6TH STREET,,11223,2,0,2,"2,500","2,240",1925,1,B2,0,2/14/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7099,54,,B3,2065 WEST 7TH STREET,,11223,2,0,2,"4,000","2,292",1925,1,B3,0,9/17/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7100,26,,B1,2058 WEST 5TH STREET,,11223,2,0,2,"2,433","2,800",1930,1,B1,"1,450,000",2/5/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7101,5,,B1,228 AVENUE T,,11223,2,0,2,"2,000","1,920",1955,1,B1,"1,192,500",5/30/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7101,22,,B2,2032 WEST 4TH STREET,,11223,2,0,2,"2,000","1,440",1930,1,B2,0,7/20/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7101,22,,B2,2032 WEST 4TH STREET,,11223,2,0,2,"2,000","1,440",1930,1,B2,0,8/15/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7101,60,,B1,2057 WEST 5TH STREET,,11223,2,0,2,"2,000","3,108",1920,1,B1,0,6/12/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7101,81,,B1,250 AVENUE T,,11223,2,0,2,"2,642","2,080",1925,1,B1,0,10/22/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7101,100,,B1,234 VAN SICKLEN STREET,,11223,2,0,2,"4,327","2,445",1965,1,B1,0,1/31/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7102,33,,B1,270 LAKE STREET,,11223,2,0,2,"2,800","2,220",1930,1,B1,0,2/2/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7114,43,,B3,27 AVENUE V,,11223,2,0,2,"5,000","1,124",1925,1,B3,"1,320,000",4/29/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7115,15,,B1,2120 WEST 11TH STREET,,11223,2,0,2,"2,000","1,708",1925,1,B1,0,3/30/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7115,19,,B3,2701 86TH STREET,,11223,2,0,2,915,"1,590",1910,1,B3,"880,000",10/23/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7116,119,,B1,2134 WEST 10TH STREET,,11223,2,0,2,"1,185","1,881",1955,1,B1,"1,170,000",11/22/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7117,32,,B1,48 LAKE PLACE,,11223,2,0,2,"3,580","1,852",1920,1,B1,"1,300,000",11/21/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7118,36,,B2,2164 WEST 8TH STREET,,11223,2,0,2,"2,512","2,180",1920,1,B2,0,11/12/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7119,38,,B2,155 AVENUE V,,11223,2,0,2,"3,242","1,710",1930,1,B2,"990,000",12/26/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7120,47,,B2,2171 WEST 7,,11223,2,0,2,"2,400","1,548",1920,1,B2,"1,140,000",4/15/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7120,61,,B3,2137 W 7 STREET,,11223,2,0,2,"1,600","1,084",1925,1,B3,"770,000",5/20/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7120,130,,B3,2154 WEST 6TH ST,,11223,2,0,2,"2,929","1,628",1925,1,B3,0,5/1/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7121,60,,B9,2141 WEST 6TH STREET,,11223,2,0,2,"3,600","2,080",1930,1,B9,0,11/20/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7122,4,,S2,214 AVENUE U,,11223,2,1,3,"2,000","2,680",1931,1,S2,0,6/7/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7122,5,,S2,216 AVENUE U,,11223,2,1,3,"2,000","2,680",1931,1,S2,0,6/7/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7143,1,,B3,2201 WEST 8TH STREET,,11223,2,0,2,"1,650","1,666",1925,1,B3,"650,000",3/27/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7143,57,,B2,2227 WEST 8TH STREET,,11223,2,0,2,"3,609","2,020",1920,1,B2,"1,200,000",10/11/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7143,64,,B3,2211 WEST 8 STREET,,11223,2,0,2,"4,950","1,212",1925,1,B3,"1,310,000",12/31/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7144,3,,B3,168 AVE V,,11223,2,0,2,"2,333","1,808",1930,1,B3,"880,000",9/27/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7144,21,,B3,2238 WEST 6TH STREET,,11223,2,0,2,"2,200","1,680",1935,1,B3,0,1/16/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7144,26,,B2,2252 WEST 6TH STREET,,11223,2,0,2,"2,350","1,795",1940,1,B2,0,2/5/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7148,55,,B2,471 VAN SICKLEN STREET,,11223,2,0,2,"2,455","1,038",1960,1,B2,0,10/16/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7149,16,,B2,2410 MCDONALD AVENUE,,11223,2,0,2,"2,788","1,582",1910,1,B2,"750,000",3/12/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7167,121,,B9,2369 BOYNTON PLACE,,11223,2,0,2,"1,900","2,520",1965,1,B9,0,11/21/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7170,48,,B2,525 LAKE STREET,,11223,2,0,2,"1,845","1,700",1930,1,B2,"999,000",7/16/24
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7205,58,,B2,2549 STILLWELL AVENUE,,11223,2,0,2,"2,000","1,564",1920,1,B2,0,5/24/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6416,44,,C0,88 BAY 32ND STREET,,11214,3,0,3,"2,900","3,161",1905,1,C0,0,3/1/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6448,20,,C0,8797 BAY PARKWAY,,11214,3,0,3,"1,933","3,080",1975,1,C0,0,4/22/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6450,12,,C0,225 BAY 32ND STREET,,11214,3,0,3,"1,933","2,537",1940,1,C0,0,1/15/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6581,113,,C0,2372 65TH STREET,,11204,3,0,3,"2,000","3,190",1960,1,C0,0,3/19/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6595,77,,C0,1531 WEST 12TH STREET,,11204,3,0,3,"2,883","2,680",1930,1,C0,0,10/2/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6598,71,,C0,1551 WEST 9TH STREET,,11204,3,0,3,"2,500","2,684",1930,1,C0,0,8/14/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6622,38,,C0,1678 WEST 9TH STREET,,11223,3,0,3,"2,900","3,135",1965,1,C0,"1,850,000",10/30/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6622,40,,C0,1684 W. 9TH STREET,,11223,3,0,3,"2,100","3,135",1965,1,C0,0,6/14/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6623,59,,C0,1647 W 9TH ST,,11223,3,0,3,"2,500","2,480",1930,1,C0,0,8/14/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6623,61,,C0,1641 WEST 9TH STREET,,11223,3,0,3,"2,500","2,480",1930,1,C0,0,5/31/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6628,56,,C0,1649 WEST 4TH STREET,,11223,3,0,3,"2,467","2,512",1930,1,C0,"1,250,000",10/22/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6644,82,,C0,1723 WEST 13TH STREET,,11223,3,0,3,"3,000","3,080",1925,1,C0,0,8/15/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6644,84,,C0,1721 WEST 13TH STREET,,11223,3,0,3,"2,550","2,856",1925,1,C0,0,7/16/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6644,88,,C0,1711 WEST 13 STREET,,11223,3,0,3,"3,000","3,364",1975,1,C0,"1,630,000",8/29/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6645,49,,C0,55 HIGHLAWN AVENUE,,11223,3,0,3,"3,120","2,840",1910,1,C0,"1,900,000",12/18/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6647,34,,C0,1754 WEST 9,,11223,3,0,3,"1,700","1,238",1910,1,C0,0,11/25/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6647,41,,C0,1770 WEST 9TH STREET,,11223,3,0,3,"1,700","1,238",1910,1,C0,0,4/9/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6647,82,,C0,1727 WEST 10TH STREET,,11223,3,0,3,"1,800","1,368",1915,1,C0,0,5/17/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6648,48,,C0,1774 WEST 8TH STREET,,11223,3,0,3,"1,700","1,296",1910,1,C0,"960,000",8/29/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6650,47,,C0,1799 WEST 7TH STREET,,11223,3,0,3,"2,200","3,276",1955,1,C0,"1,400,000",8/26/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6652,1,,C0,1701 WEST 5TH STREET,,11223,3,0,3,"2,267","2,720",1920,1,C0,0,8/1/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6652,87,,C0,1709 WEST 5TH STREET,,11223,3,0,3,"2,567","2,720",1920,1,C0,"1,770,000",9/23/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6653,13,,C0,1718 WEST 3RD STREET,,11223,3,0,3,"2,500","2,600",1925,1,C0,0,6/19/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6653,80,,C0,1721 WEST 4TH STREET,,11223,3,0,3,"2,650","3,080",1925,1,C0,"1,650,000",8/8/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6657,68,,C0,1761 DAHILL ROAD,,11223,3,0,3,"2,000","3,660",1935,1,C0,"1,538,000",12/10/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6657,90,,C0,1711 DAHILL ROAD,,11223,3,0,3,"2,733","2,801",1940,1,C0,"775,000",8/7/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6667,79,,C0,1821 STILLWELL AVE,,11223,3,0,3,"2,500","2,660",1955,1,C0,0,11/25/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6670,53,,C0,1877 WEST 11TH STREET,,11223,3,0,3,"3,300","3,000",1920,1,C0,"550,000",5/8/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6672,19,,C0,1834 WEST 8TH STREET,,11223,3,0,3,"2,000","2,224",1905,1,C0,0,7/22/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6672,23,,C0,1842 WEST 8TH STREET,,11223,3,0,3,"2,000","2,224",1905,1,C0,0,9/15/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6672,42,,C0,1890 WEST 8TH STREET,,11223,3,0,3,"2,000","2,224",1905,1,C0,0,3/17/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6674,30,,C0,1864 WEST 6TH STREET,,11223,3,0,3,"2,442","2,560",1920,1,C0,"1,795,495",12/6/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6677,17,,C0,1826 WEST 3 STREET,,11223,3,0,3,"3,000","2,733",1925,1,C0,"1,420,000",8/19/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6677,132,,C0,1866 WEST 3RD STREET,,11223,3,0,3,"2,000","2,400",1940,1,C0,0,2/26/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6679,82,,C0,71 VAN SICKLEN STREET,,11223,3,0,3,"2,267","2,242",1920,1,C0,0,7/10/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6862,28,,C0,29 BAY 34TH STREET,,11214,3,0,3,"2,465","2,600",1935,1,C0,"1,300,000",2/5/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6864,27,,C0,8629 24TH AVENUE,,11214,3,0,3,"3,867","1,965",1910,1,C0,"1,375,000",2/6/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6866,70,,C0,8664 25TH AVENUE,,11214,3,0,3,"1,933","2,760",1940,1,C0,"1,430,000",4/24/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6869,26,,C0,37 BAY 41ST STREET,,11214,3,0,3,"1,933","2,817",1960,1,C0,0,11/14/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6869,47,,C0,8618 26TH AVENUE,,11214,3,0,3,"2,223","3,069",1960,1,C0,"1,490,000",6/20/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6869,56,,C0,8638 26 AVE,,11214,3,0,3,"1,933","2,660",1960,1,C0,0,9/13/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6869,59,,C0,8644 26 AVENUE,,11214,3,0,3,"1,933","2,660",1960,1,C0,"1,400,000",12/11/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6874,30,,C0,121 BAY 34TH STREET,,11214,3,0,3,"2,900","3,260",1915,1,C0,0,6/27/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6882,77,,C0,116 BAY 43RD STREET,,11214,3,0,3,"2,035","3,171",2013,1,C0,0,1/19/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6882,79,,C0,118 BAY 43RD STREET,,11214,3,0,3,"3,038","3,171",2013,1,C0,0,1/19/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6885,9,,C0,81 27TH AVENUE,,11214,3,0,3,"2,803","3,176",1975,1,C0,0,3/5/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6885,17,,C0,59 27TH AVENUE,,11214,3,0,3,"2,900","3,990",1987,1,C0,"1,320,000",5/8/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6890,12,,C0,245 BAY 35TH STREET,,11214,3,0,3,"2,911","3,168",1965,1,C0,"1,700,000",6/20/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6890,50,,C0,8804 24TH AVENUE,,11214,3,0,3,"2,481","2,970",1965,1,C0,0,11/29/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6896,24,,C0,211 BAY 41ST STREET,,11214,3,0,3,"2,248","2,280",1930,1,C0,"1,510,000",8/29/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6901,50,,C0,60 BAY 47 STREET,,11214,3,0,3,"1,933","2,322",1925,1,C0,"1,150,000",12/13/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6903,8,,C0,79 28TH AVENUE,,11214,3,0,3,"2,537","3,168",1970,1,C0,"616,041",7/3/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6904,8,,C0,2831 HARWAY AVENUE,,11214,3,0,3,"1,933","3,552",1930,1,C0,0,12/9/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6914,9,,C0,126 BAY 47TH STREET,,11214,3,0,3,"2,127","3,496",1960,1,C0,0,12/30/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6914,14,,C0,142 BAY 47TH STREET,,11214,3,0,3,"2,900","2,300",1930,1,C0,"1,442,500",2/21/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6914,31,,C0,182 BAY 47TH STREET,,11214,3,0,3,"1,933","3,000",2005,1,C0,0,7/20/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6914,59,,C0,153 BAY 46TH STREET,,11214,3,0,3,"3,383","3,298",1960,1,C0,"1,700,000",6/14/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6914,123,,C0,160 BAY 47TH STREET,,11214,3,0,3,"2,127","3,496",1960,1,C0,0,1/4/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6915,55,,C0,2791 CROPSEY AVENUE,,11214,3,0,3,"1,485","1,920",1930,1,C0,0,11/8/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6915,72,,C0,179 BAY 47TH STREET,,11214,3,0,3,"2,819","3,013",1965,1,C0,0,6/13/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6917,72,,C0,159 BAY 49TH STREET,,11214,3,0,3,"2,803","3,045",2004,1,C0,0,5/11/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6924,158,,C0,4 AVENUE Y,,11214,3,0,3,"2,000","3,120",1965,1,C0,"1,205,000",11/7/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6924,223,,C0,2558 WEST 17TH STREET,,11214,3,0,3,"2,200","3,032",1965,1,C0,0,12/20/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6925,81,,C0,1711 SHORE PARKWAY,,11214,3,0,3,"2,292","3,100",1960,1,C0,0,5/29/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6927,49,,C0,2412 CROPSEY AVENUE,,11214,3,0,3,"1,732","4,112",1985,1,C0,0,9/26/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,6932,7,,C0,2568 CROPSEY AVENUE,,11214,3,0,3,"2,385","3,220",1970,1,C0,"1,500,000",10/28/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7078,21,,C0,1940 WEST 10TH STREET,,11223,3,0,3,"2,300","2,340",1925,1,C0,0,4/5/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7078,31,,C0,1968 WEST 10 STREET,,11223,3,0,3,"2,300","2,340",1925,1,C0,0,12/27/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7078,60,,C0,1955 WEST 11TH STREET,,11223,3,0,3,"2,300","2,340",1925,1,C0,0,3/8/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7079,71,,C0,1913 WEST 10TH STREET,,11223,3,0,3,"2,500","2,480",1930,1,C0,"1,680,000",5/1/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7079,165,,C0,1933 WEST 10TH STREET,,11223,3,0,3,"2,450","2,480",1930,1,C0,0,6/6/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7080,107,,C0,138 AVENUE S,,11223,3,0,3,"1,800","1,816",1920,1,C0,0,12/10/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7085,44,,C0,259 AVENUE T,,11223,3,0,3,"4,800","4,248",1945,1,C0,0,2/5/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7086,14,,C0,116 LAKE STREET,,11223,3,0,3,"2,435","2,400",1930,1,C0,0,3/25/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7087,59,,C0,177 LAKE STREET,,11223,3,0,3,"1,688","2,808",1930,1,C0,0,12/23/24
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7095,26,,C0,2046 WEST 10TH STREET,,11223,3,0,3,"2,000","2,880",1930,1,C0,0,11/22/24
